state,county,pop_2020,pop_2021,pop_2022,Less than a high school diploma,High school diploma only,Some college or associate's degree,Bachelor's degree or higher,Percent of adults with less than a high school diploma,Percent of adults with a high school diploma only,Percent of adults completing some college or associate's degree,Percent of adults with a bachelor's degree or higher,pov_2021,Percent Caucasian,Percent African American,Percent Indian,Percent Asian,Percent Pacific,avg_house_size,pop_density
Alabama,Autauga,58902,59210,59759,4126,12977,11367,11144,10.4,32.8,28.7,28.1,6296.0,72.5382932166302,19.73548719268889,2.294375080447934,2.1881838074398248,0.1850302484232205,2.59,35.8534189940189
Alabama,Baldwin,233219,239361,246435,14555,44342,50518,52562,9.0,27.4,31.2,32.5,25526.0,82.42230277168268,8.450823746196463,2.8129003058993725,1.4135218029070542,0.14304937628047376,2.61,50.5415035640023
Alabama,Barbour,24960,24539,24706,4378,6600,5010,2007,24.3,36.7,27.8,11.2,5089.0,45.96696569514496,47.20671466522928,1.3937550533246064,0.5852231163130944,0.050051977053093596,2.49,11.247981205619
Alabama,Bibb,22183,22370,22005,3125,7052,3967,1913,19.5,43.9,24.7,11.9,4204.0,74.71562648674366,20.081311361965312,1.859781151334285,0.24220405691795338,0.07785130400934215,2.99,13.9731140005546
Alabama,Blount,59102,59085,59512,6650,14284,13673,6061,16.4,35.1,33.6,14.9,6992.0,86.18816128109809,1.9858291233755918,2.9008991834270645,0.5687414609347695,0.10485177771423124,2.77,34.5158164233531
Alabama,Bullock,10296,10280,10202,1540,2841,1692,804,22.4,41.3,24.6,11.7,2764.0,23.749529898458064,70.44001504324933,1.297480255735239,0.2632568634825122,0.16923655509590071,2.75,6.41761954967603
Alabama,Butler,19031,18855,18650,1932,6050,3523,1879,14.4,45.2,26.3,14.0,4226.0,52.14674051115289,44.41847467100249,1.1330725064783294,1.00096539809969,0.1473502362684823,2.94,9.95277078503475
Alabama,Calhoun,116239,115677,115788,11867,27783,24939,15674,14.8,34.6,31.1,19.5,21630.0,70.176624349568,22.34880255368354,2.2662312809947642,1.4274895564440608,0.1897347784663241,2.49,73.3486880019654
Alabama,Chambers,34645,34446,34088,4275,8996,8167,3390,17.2,36.2,32.9,13.7,6699.0,55.30458400310404,38.82545313452691,1.4356188681336954,1.338617593259797,0.10808713485948673,2.46,21.8926380821564
Alabama,Cherokee,24972,25026,25302,3720,6809,5543,2364,20.2,36.9,30.1,12.8,4513.0,90.94099498650212,4.701118395680679,2.3293482452757424,0.37794060933281914,0.09641342074816814,2.41,18.0333282957246
Alabama,Chilton,45051,45259,45884,5569,13113,7719,4133,18.2,42.9,25.3,13.5,6973.0,79.49850315293318,9.632900910847365,2.2102380092995606,0.5562750801503216,0.05307968322045054,2.6,24.4806693894376
Alabama,Choctaw,12619,12549,12439,1802,3477,2915,1087,19.4,37.5,31.4,11.7,2893.0,56.30842926678513,41.39689407401684,1.0739395812408252,0.34767828169667003,0.04635710422622267,2.41,5.52650860439243
Alabama,Clarke,22981,22715,22515,2892,6740,4378,2259,17.8,41.4,26.9,13.9,4366.0,52.8458030738051,44.392839047458196,1.245566627258909,0.5953386252322243,0.05488937679446039,2.57,7.60313165232808
Alabama,Clay,14211,14190,14198,1694,3813,3128,1334,17.0,38.2,31.4,13.4,2560.0,80.0107324926214,14.784008585994096,1.9720955191843308,0.5567480547357123,0.1408639656560236,2.51,8.55233134503563
Alabama,Cleburne,15063,15148,15346,1789,3958,3082,1730,16.9,37.5,29.2,16.4,2236.0,91.74007404570406,3.549087195199796,2.655432146048768,0.3383122686071748,0.10851525596833908,2.58,10.2973539136845
Alabama,Coffee,53547,54171,54805,4934,10108,12919,8202,13.6,28.0,35.7,22.7,8516.0,70.57694635107799,17.002368643994537,3.5356766195819427,2.5242483445426096,0.3215823233458393,2.56,29.1646729138119
Alabama,Colbert,57299,57619,58033,5333,15244,12600,7213,13.2,37.7,31.2,17.9,9396.0,76.92679431418621,16.889133296672163,2.449632555116733,0.9515239380759553,0.05332533453315336,2.48,35.4969499814872
Alabama,Conecuh,11553,11320,11206,1077,4200,2309,1079,12.4,48.5,26.6,12.5,2528.0,51.823480432972524,43.5970024979184,2.0399666944213157,0.5995004163197336,0.16652789342214822,2.73,5.68299517064302
Alabama,Coosa,10341,10366,10166,1217,3410,2623,915,14.9,41.8,32.1,11.2,1754.0,66.04664075513604,29.317046085508053,1.878585970756987,0.23135295206366835,0.12030353507310754,2.55,6.43888528179168
Alabama,Covington,37507,37542,37602,3915,10037,8293,4176,14.8,38.0,31.4,15.8,7317.0,82.50901926668884,13.018447918532356,2.0008699434536754,0.8699434536755112,0.06396643041731699,2.44,13.9937034591157
Alabama,Crenshaw,13165,13056,13025,1742,3882,2133,1524,18.8,41.8,23.0,16.4,2267.0,71.67554161499746,24.50944634911372,1.5464293529797941,0.8242760230505507,0.0948282150412138,2.73,8.79227330633629
Alabama,Cullman,88131,89618,90665,9560,19624,21400,9979,15.8,32.4,35.3,16.5,11898.0,90.32111971360176,1.518255731199724,3.010632103344907,0.8151998102180336,0.14988462119088186,2.64,43.252675634723
Alabama,Dale,49253,49412,49544,5093,10376,11859,6278,15.2,30.9,35.3,18.7,7587.0,69.00789835812174,21.18607325303022,2.571207751324247,2.071669588493657,0.3129182453957662,2.57,33.893125488288
Alabama,Dallas,38174,37565,36767,3709,10065,8304,4241,14.1,38.2,31.6,16.1,10914.0,28.162746344564525,69.92244119516847,0.7806738715829625,0.42720915448188174,0.101716465352829,2.41,15.7910333786488
Alabama,DeKalb,71648,71829,71998,10522,16172,14623,6969,21.8,33.5,30.3,14.4,13783.0,79.59962865623244,2.085539821388878,6.055256998653225,0.5334797787627976,0.08368310255102708,2.69,35.3757798349071
Alabama,Elmore,87853,88737,89563,7459,19351,18732,14830,12.4,32.1,31.0,24.6,10138.0,72.64516268605054,20.88200934579439,2.1979923849082725,1.2028383523710626,0.1189858082381447,2.63,50.7014402097701
Alabama,Escambia,36680,36658,36666,4697,11249,6543,3227,18.3,43.7,25.4,12.5,8147.0,61.62709043148066,30.0944107779136,6.065177247782777,0.5201695752815417,0.12484069806757002,2.57,15.247648981167
Alabama,Etowah,103447,103139,103088,10014,24491,24986,13067,13.8,33.8,34.4,18.0,17605.0,76.69744305145102,15.383909396281137,2.8552286202022796,1.1307109161328217,0.08810734411424585,2.62,74.2505481228132
Alabama,Fayette,16330,16155,16118,1951,4714,3472,1361,17.0,41.0,30.2,11.8,3123.0,83.98612091272642,11.532580569277817,2.046577275935074,0.51752528816749,0.09997647612326512,2.34,10.201801349626
Alabama,Franklin,32075,31996,31932,4381,9016,4922,3050,20.5,42.2,23.0,14.3,5995.0,76.32785915076195,4.364550969078266,3.6810179020565172,0.35804113034472557,0.13907382748927355,2.79,19.2113561545785
Alabama,Geneva,26696,26667,26783,3294,6879,6103,2538,17.5,36.6,32.4,13.5,5566.0,83.08431351771397,9.632298399915227,3.1259934301155026,0.5580869626646887,0.14835223058175268,2.5,17.8043158513833
Alabama,Greene,7702,7592,7422,861,2173,1797,703,15.6,39.3,32.5,12.7,2520.0,17.976673427991887,80.55273833671399,0.595841784989858,0.29158215010141986,0.06338742393509128,2.83,5.02810013073651
Alabama,Hale,14768,14737,14595,1890,3943,2664,1593,18.7,39.1,26.4,15.8,3221.0,41.131751173398555,56.40906987505785,0.9122760626693991,0.4363059430157996,0.24459575593309976,2.6,8.92555700068266
Alabama,Henry,17175,17434,17655,2280,3931,3358,2633,18.7,32.2,27.5,21.6,2694.0,70.15952980688496,24.88105233697173,1.7800167926112511,0.8900083963056256,0.12874335292471312,2.52,11.7696657362901
Alabama,Houston,107286,107453,108079,9006,23633,24570,16350,12.2,32.1,33.4,22.2,20210.0,65.78549515060959,26.709222240886948,2.235051765142741,1.708117092664468,0.16798252981689904,2.63,69.4820926648789
Alabama,Jackson,52545,52694,52891,6627,14431,10579,6072,17.6,38.3,28.1,16.1,9851.0,87.0094554244277,3.8763685482724295,5.61637992321911,0.6291767382340395,0.06576141049338831,2.49,18.6584828351285
Alabama,Jefferson,674675,669997,665409,41479,121180,137209,159041,9.0,26.4,29.9,34.7,110131.0,50.413191500222624,41.05186588433474,1.6344744073665496,2.3142410690231157,0.11769009786711511,2.47,229.251338127605
Alabama,Lamar,13956,13740,13705,1745,4151,3062,990,17.5,41.7,30.8,10.0,2300.0,85.76776429809358,11.251299826689774,1.1507798960138649,0.21490467937608318,0.06932409012131716,2.3,8.89409702789082
Alabama,Lauderdale,94025,94862,95878,7275,22572,18101,16396,11.3,35.1,28.1,25.5,14838.0,82.82801562754355,10.642194367572849,2.3888979326062185,1.1354387107276576,0.11191600195344295,2.35,53.5128223620641
Alabama,Lawrence,33089,33123,33214,3912,9642,6211,3568,16.8,41.3,26.6,15.3,4566.0,76.80059812255973,10.16808351563149,9.979785672749426,0.5427408412483039,0.11907069476365853,2.57,18.5430504610001
Alabama,Lee,174742,177655,180773,9095,23254,32377,40727,8.6,22.1,30.7,38.6,30989.0,65.30708712755091,22.82561450024993,1.9950883445982657,5.445743594201638,0.1646273879121118,2.58,101.227864438246
Alabama,Limestone,104190,107381,110900,9573,19395,21892,20159,13.5,27.3,30.8,28.4,10363.0,75.37949978314298,13.496638716206446,2.8254662425907187,2.406209339308949,0.18342489518577418,2.81,64.1614968844402
Alabama,Lowndes,10273,9926,9777,1094,3094,1900,1083,15.3,43.1,26.5,15.1,2786.0,28.287041425727555,69.54213669542136,0.8152431510095743,0.40762157550478717,0.09479571523367143,2.43,5.52043597931141
Alabama,Macon,19473,18906,18516,2067,3765,4044,2663,16.5,30.0,32.3,21.2,4725.0,17.93189162316679,78.50857568978374,1.3273676360924682,0.48222719363658956,0.17399950285856325,2.19,12.0835405513515
Alabama,Madison,390502,396593,403565,21084,50364,74888,116323,8.0,19.2,28.5,44.3,39316.0,64.17736539616276,23.798120454827057,3.0542609060322725,3.5749006376347467,0.266872539768774,2.4,172.227500046414
Alabama,Marengo,19266,18961,18745,1750,4653,4071,2570,13.4,35.7,31.2,19.7,4602.0,44.352964945954135,52.5305586422871,0.8788766542074957,0.4192342660874836,0.07071421355692495,2.48,7.72210160787143
Alabama,Marion,29166,29006,29156,3921,7472,6963,2649,18.7,35.6,33.1,12.6,5209.0,89.75519239533824,4.730125659222606,2.405755583045771,0.5176118236864379,0.07161924604466437,2.41,15.5852067273234
Alabama,Marshall,97696,98316,99423,10675,20178,20053,13852,16.5,31.2,31.0,21.4,15145.0,79.69127285270783,3.1485953010616683,3.729255298762025,0.8891955080295888,0.1993024414549078,2.7,64.921822989232
Alabama,Mobile,414353,413017,411411,34027,95988,83212,67053,12.1,34.2,29.7,23.9,74061.0,56.79553780622562,34.95453899375971,2.754253802172408,2.4456783387360783,0.13205012402624497,2.6,130.229928949949
Alabama,Monroe,19704,19557,19404,2440,6205,3435,1787,17.6,44.7,24.8,12.9,4349.0,53.72769494011245,41.75507210950868,2.874602786604742,0.6502077731605964,0.09288682473722806,2.61,8.09796562551444
Alabama,Montgomery,228322,226953,226361,18715,39384,43541,50876,12.3,25.8,28.5,33.4,47309.0,34.45677449739499,56.35946192564683,1.2968281534495882,3.9106685561222987,0.1337196344996657,2.45,111.578217285862
Alabama,Morgan,123288,123403,124211,12983,26406,26088,19291,15.3,31.2,30.8,22.8,16459.0,74.05556438972309,13.021815345706218,3.147740093743138,1.115376752004725,0.12494036936916472,2.57,79.3822306638455
Alabama,Perry,8458,8317,8035,1188,2229,1092,1051,21.4,40.1,19.6,18.9,2591.0,28.65001146000458,69.3330277332111,0.6990602796241119,0.4698601879440752,0.137520055008022,2.82,5.08932713103056
Alabama,Pickens,18922,18615,18697,2332,5903,3851,1854,16.7,42.3,27.6,13.3,3591.0,56.938505396049685,39.289350437792706,1.1504785176135206,0.554876807167583,0.025453064548971695,2.49,8.89134644415793
Alabama,Pike,32906,32740,33014,2465,7035,4515,5384,12.7,36.3,23.3,27.8,7429.0,56.60672853828306,36.85324825986079,2.062064965197216,2.1780742459396754,0.14791183294663574,2.73,19.1899851374734
Alabama,Randolph,22092,22199,22479,3039,5304,4566,2500,19.7,34.4,29.6,16.2,4652.0,76.66768599012713,17.989602900703332,2.005154864357171,0.6203311345070115,0.06989646585994495,2.56,15.013142302193
Alabama,Russell,59259,58668,58555,5881,11774,15342,6886,14.7,29.5,38.5,17.3,12620.0,48.48691948250104,44.03827203661909,1.9994278266950634,1.3223560825201055,0.419593756953495,2.53,35.05587425982
Alabama,St. Clair,91652,92903,93932,8873,22302,20529,11730,14.0,35.2,32.4,18.5,11652.0,83.62537134518163,10.010944910616564,2.6570073487257,1.0454995569917132,0.0625423463803617,2.65,53.3705840032232
Alabama,Shelby,223881,227428,230115,9632,29933,43839,67668,6.4,19.8,29.0,44.8,17306.0,75.09536394252451,13.26538784146614,2.352802330041433,2.796639817238429,0.11253998963114702,2.66,103.859038845622
Alabama,Sumter,12196,11961,11853,982,2588,2644,1502,12.7,33.5,34.3,19.5,4005.0,24.938487181522344,72.36288594332883,0.722279545995714,1.095325025795698,0.2460512739106278,2.4,5.5470144040799
Alabama,Talladega,81428,80483,80704,9813,19830,18582,9138,17.1,34.6,32.4,15.9,14936.0,63.22451229955306,32.35421774373292,1.692728189848323,0.6885872816638708,0.09971025373326922,2.46,42.219157364741
Alabama,Tallapoosa,41286,41132,40977,5432,9300,9406,5322,18.4,31.6,31.9,18.1,7420.0,69.61676058643347,25.393410807398226,1.734982580026656,0.713166693946267,0.0374120232889845,2.43,21.8969584604702
Alabama,Tuscaloosa,231534,235668,236780,14563,41868,41083,43086,10.4,29.8,29.2,30.6,31735.0,61.52638691860221,30.110550570380507,1.7082035742166188,1.8353745036976101,0.10660533362432952,2.71,60.2784113409828
Alabama,Walker,65132,64629,64339,8033,15674,15264,6391,17.7,34.6,33.6,14.1,12877.0,87.45566986136757,6.745508367771623,2.5030041912131074,0.6316128843166564,0.06448020164717606,2.54,31.480176797023
Alabama,Washington,15327,15234,15122,1498,4606,3258,1469,13.8,42.5,30.1,13.6,3091.0,67.50124875124875,21.865634365634364,9.265734265734265,0.3121878121878122,0.16858141858141856,2.75,5.94877180648605
Alabama,Wilcox,10432,10331,10059,1485,2806,2078,785,20.8,39.2,29.0,11.0,3340.0,28.00296131778641,70.31278919119008,0.6385341476957246,0.14806588932074774,0.055524708495280406,2.77,4.69736954024345
Alabama,Winston,23488,23672,23755,3520,6590,4616,2290,20.7,38.7,27.1,13.5,4455.0,92.62777574798035,1.0757926358949377,2.6955709820159948,0.4181382698006739,0.05277473308163846,2.5,15.038338282957
Alaska,Aleutians East,3425,3424,3398,397,1080,707,414,15.3,41.6,27.2,15.9,625.0,23.35052945967961,8.905783328808036,26.092859082269886,22.237306543578605,1.4661960358403476,2.6,0.18931798413723
Alaska,Aleutians West Census Area,5222,5155,5122,344,1664,1185,645,9.0,43.4,30.9,16.8,505.0,35.0451567203825,5.578183106074022,15.866831946166107,28.740924384629007,4.993802018771029,3.72,0.505471803211635
Alaska,Bethel Census Area,18673,18599,18257,1808,4674,2267,1276,18.0,46.6,22.6,12.7,4496.0,12.892444804537167,0.9621227466072514,83.6337856998177,1.539396394571602,0.21267976503949768,3.77,0.171435928666343
Alaska,Denali,1614,1594,1585,27,504,472,653,1.6,30.4,28.5,39.4,115.0,85.07882882882883,1.1261261261261262,7.713963963963964,2.815315315315315,0.8445945945945946,2.29,0.0681951983542993
Alaska,Dillingham Census Area,4835,4774,4723,388,1151,780,564,13.5,39.9,27.1,19.6,1033.0,22.521690972863208,1.7721986339302196,71.66328225955326,2.086025475355363,0.6276536828502861,3.25,0.104785321760152
Alaska,Fairbanks North Star,95328,95528,95356,3393,15698,22276,19976,5.5,25.6,36.3,32.6,7247.0,70.97996751488901,5.585787305112276,12.413166564194801,4.777330164352637,0.9993301092931277,2.61,5.24949098254823
Alaska,Haines,2086,2074,2056,33,564,467,367,2.3,39.4,32.6,25.6,223.0,77.17206132879046,0.6814310051107325,15.885860306643954,2.0442930153321974,0.8091993185689949,2.41,0.415544893969977
Alaska,Kenai Peninsula,58927,59851,60690,2497,12743,14742,11296,6.0,30.9,35.7,27.4,6729.0,79.98128375061366,1.3132056946489936,12.05510554737359,2.4208394698085423,0.6964899361806579,2.6,1.40288530686126
Alaska,Ketchikan Gateway,13918,13810,13741,591,2829,3795,2586,6.0,28.9,38.7,26.4,1529.0,63.37511077351563,1.6141283706798328,21.78123813140904,9.10241802759843,0.664641093809343,2.54,1.0973632644438
Alaska,Kodiak Island,13047,12864,12720,847,2508,2953,2599,9.5,28.2,33.2,29.2,1072.0,53.389305622462324,1.3557222489849288,17.32158832840135,21.29240933177345,1.4176587984309408,3.05,0.796616253836105
Alaska,Kusilvak Census Area,8373,8398,8278,833,2266,857,119,20.4,55.6,21.0,2.9,2534.0,3.7364683971598187,0.6285647770923058,94.41275753695729,0.5354440693749273,0.27936212315213593,4.69,0.185386083250832
Alaska,Matanuska-Susitna,107515,111059,113325,4384,23039,25821,16552,6.3,33.0,37.0,23.7,11453.0,78.72444739903607,2.056672760511883,11.676915406348678,2.877679906930364,0.9980056506564734,3.29,1.61641230138181
Alaska,Nome Census Area,10028,9908,9835,695,2451,1443,1033,12.4,43.6,25.7,18.4,1920.0,19.956319956319955,1.0647010647010646,75.48457548457549,2.002002002002002,0.33670033670033667,3.27,0.166814790483156
Alaska,North Slope,11002,11011,10805,865,2904,2145,1093,12.3,41.4,30.6,15.6,1354.0,31.918590220898484,2.0766112352113844,52.71779597915115,6.420120790932407,3.764374948291553,3.38,0.0425856311115024
Alaska,Northwest Arctic,7790,7560,7423,673,2020,978,619,15.7,47.1,22.8,14.4,1560.0,13.111993263563093,1.6119331168050044,82.61758691206545,1.3593167328281006,0.4330566582461205,3.97,0.0837655920658693
Alaska,Southeast Fairbanks Census Area,6820,7005,7021,332,1704,1570,865,7.4,38.1,35.1,19.3,890.0,75.49953064234947,1.7030977604934958,15.193777658575836,2.5077108756872737,1.0057663939922221,3.03,0.106951726969006
Alaska,Yukon-Koyukuk Census Area,5296,5280,5179,448,1471,1111,449,12.9,42.3,31.9,12.9,1240.0,24.27422175585869,0.7170339279468345,72.15809723679608,0.8744316194473591,0.40223854494578526,2.68,0.0143620751775343
Arizona,Apache,65911,65385,65432,7549,13150,16229,5434,17.8,31.0,38.3,12.8,18422.0,24.640552391218844,0.6788352003729223,70.18223666001427,0.6934024793508821,0.2039419056914359,3.44,2.4661635471983
Arizona,Cochise,125522,125763,125663,9897,21308,33661,22569,11.3,24.4,38.5,25.8,20618.0,69.12593731456008,4.675109240977504,3.0830231429033828,3.0074985164805526,0.6480282677887468,2.38,7.9091600308276
Arizona,Coconino,145180,142780,144060,7786,18341,26678,33393,9.0,21.3,30.9,38.7,22677.0,60.06376115348579,2.1744188240028675,25.106425791197946,2.806999893102603,0.4351352880884859,2.68,2.9077305777695
Arizona,Gila,53351,53521,53922,5131,11192,15587,7382,13.1,28.5,39.7,18.8,8900.0,69.38143265292072,0.9655433547898523,17.374617052769267,1.2598533613300746,0.3166844514818767,2.42,4.33330667751936
Arizona,Graham,38638,38882,38779,3980,7123,9414,3529,16.6,29.6,39.1,14.7,7385.0,67.73839800275321,1.8572528523763971,14.132387596537482,0.8702956205231106,0.29632049277864625,3.12,3.16377107795328
Arizona,Greenlee,9526,9377,9302,710,1877,2253,922,12.3,32.6,39.1,16.0,886.0,72.09240337627722,1.6970235450910705,5.43758329631275,1.1639271434917815,0.41759218125277653,2.92,1.99216003069318
Arizona,La Paz,16575,16391,16506,2110,4476,5038,1558,16.0,34.0,38.2,11.8,3303.0,62.41803934111626,1.2154166000319846,18.52444160136468,1.156778079855003,0.5224159070312917,2.3,1.77630223819669
Arizona,Maricopa,4440232,4494693,4551524,326737,644940,950635,1006096,11.2,22.0,32.5,34.4,502224.0,63.59294736600526,6.634448205265378,3.4978668310629915,5.29420400075023,0.47672823878829984,2.76,178.541173990963
Arizona,Mohave,214176,216957,220816,20437,55859,62716,23817,12.6,34.3,38.5,14.6,38383.0,80.64587593728699,1.6794478527607362,4.522409679618269,1.9704328561690525,0.4550102249488753,2.37,5.97711349615256
Arizona,Navajo,106762,107621,108650,10766,20551,26746,11611,15.5,29.5,38.4,16.7,26324.0,47.80323473905145,1.267262818138526,44.10903575145069,0.8448418787590173,0.24957228777536727,3.08,4.21826164424761
Arizona,Pima,1045175,1048895,1057597,74468,149641,234802,240377,10.6,21.4,33.6,34.4,151169.0,65.25444037789063,4.484965072016042,4.551968112421647,3.7502954817779446,0.37666794369136214,2.47,42.8548311026477
Arizona,Pinal,429446,448144,464154,36411,89200,106188,61217,12.4,30.4,36.2,20.9,45630.0,66.35992179660913,5.937664863299232,6.2250312917007165,2.4336150448428175,0.6688665680503978,2.86,30.2012780665733
Arizona,Santa Cruz,47705,48034,48759,6757,7913,8697,6994,22.3,26.1,28.6,23.0,9723.0,50.386415419668694,0.5249707494303837,1.3732372683046985,0.7297247367448735,0.10930476014532914,2.99,14.5410811200168
Arizona,Yavapai,237216,242193,246191,15280,45486,69858,50231,8.4,25.2,38.6,27.8,29766.0,82.49004152894312,1.223139094992642,3.790768092827589,1.8557042584502539,0.34440514989714077,2.29,10.677147061634
Arizona,Yuma,204528,206241,207842,32441,34441,42131,20286,25.1,26.6,32.6,15.7,34270.0,54.8665644529882,2.2605047902933326,2.548467183961273,1.572119014079026,0.2712294437656142,2.79,14.5527021726827
Arkansas,Arkansas,17107,16683,16512,1596,5020,3385,1987,13.3,41.9,28.2,16.6,2923.0,68.93268748956072,24.625577640443183,2.15466844830466,0.8240075719614721,0.15589332442514336,2.33,7.07723545354986
Arkansas,Ashley,18962,18649,18354,1988,6823,2988,1612,14.8,50.9,22.3,12.0,3950.0,68.6850338076496,24.6745382985165,1.7660712483600767,0.3027550711474417,0.07064284993440306,2.57,8.56899957694753
Arkansas,Baxter,41687,42171,42435,3593,10992,11191,5892,11.3,34.7,35.3,18.6,5565.0,92.56595270070335,0.6259531559420025,3.4939567068035418,0.8786106116131382,0.1160858580110623,2.22,28.7152710674774
Arkansas,Benton,286586,294337,302863,18811,53695,47163,63211,10.3,29.4,25.8,34.6,22890.0,73.02508158214178,2.381410306938029,5.274541642362808,5.164188986804976,0.998218592845995,2.72,117.977455778265
Arkansas,Boone,37383,37890,38284,2849,8849,9820,4648,10.9,33.8,37.5,17.8,4860.0,91.54080068357166,0.681058530823553,4.362795607046819,0.9876605262496544,0.10052524440200045,2.47,24.4020453612755
Arkansas,Bradley,10488,10332,10135,1151,3111,2081,908,15.9,42.9,28.7,12.5,2011.0,57.28684282211931,28.066830109870157,1.6889131026968127,0.4449287206029239,0.1089621356578589,2.37,6.51079736886142
Arkansas,Calhoun,4738,4737,4695,543,1490,984,421,15.8,43.3,28.6,12.2,672.0,75.30290791599353,19.72940226171244,2.1405492730210014,0.46445880452342486,0.22213247172859452,2.61,3.19537992240791
Arkansas,Carroll,28242,28480,28742,2948,7009,5585,4389,14.8,35.2,28.0,22.0,4717.0,78.93177971618279,0.8429891941153496,4.338627782840776,2.203489129019659,1.572060929566463,2.47,17.0918030867579
Arkansas,Chicot,10157,10071,9873,1537,2725,1802,1050,21.6,38.3,25.3,14.8,2594.0,39.990543735224584,52.42553191489362,1.6737588652482271,0.6052009456264775,0.20803782505910165,2.35,6.48720533961788
Arkansas,Clark,21387,21217,21250,1193,4037,3859,3516,9.5,32.0,30.6,27.9,3699.0,67.9275298276624,24.30402121078215,2.333186036235086,1.0207688908528503,0.16791869200176757,2.31,9.97935794884845
Arkansas,Clay,14528,14370,14265,1625,4430,2844,1448,15.7,42.8,27.5,14.0,2543.0,94.20890028265299,1.0188654440281337,2.326957207651351,0.3681062249391967,0.10517320712548478,2.32,9.09362902300879
Arkansas,Cleburne,24696,25044,25284,2176,7850,5344,3144,11.8,42.4,28.9,17.0,4109.0,92.97124600638978,0.7775510989645483,3.0909580815273876,0.6312791100504254,0.1000808345201894,2.32,17.5920794960845
Arkansas,Cleveland,7550,7490,7467,514,2584,1509,924,9.3,46.7,27.3,16.7,1054.0,85.58145459177175,9.718507196535473,1.7959495605655331,0.45854031333588074,0.07642338555598013,2.47,5.31308376264506
Arkansas,Columbia,22742,22510,22216,1824,5590,3805,2832,13.0,39.8,27.1,20.2,4777.0,59.65897100409404,34.41944878234078,1.7515721943189972,0.9623095429029671,0.05064787067910353,2.47,12.0430090148183
Arkansas,Conway,20729,20911,21046,1706,5896,4093,2686,11.9,41.0,28.5,18.7,3494.0,79.85783056642822,11.571512124893149,4.121113960498493,0.6658568407792325,0.2429477662302605,2.44,14.6161703137298
Arkansas,Craighead,111603,111788,113017,7292,23151,19662,20412,10.3,32.8,27.9,28.9,19674.0,73.55861274418447,17.36780577063179,2.177964522304864,1.8289480372058349,0.1270691086525592,2.5,57.701239773158
Arkansas,Crawford,60147,60423,61075,6161,13947,12959,7792,15.1,34.1,31.7,19.1,8790.0,81.99223881498483,2.4446222839627345,7.416914551466924,2.042973409636553,0.15250577559001616,2.61,40.7996871120115
Arkansas,Crittenden,48086,47475,47061,4784,10940,9749,5392,15.5,35.4,31.6,17.5,10706.0,41.69046715532565,53.32640955481436,1.4919411212526714,0.904751443008648,0.07389802073139068,2.58,31.0060680601584
Arkansas,Cross,16796,16693,16601,2138,4907,3051,1651,18.2,41.8,26.0,14.1,2738.0,73.11901504787961,22.20702234382125,2.023483812129503,0.7694938440492476,0.10829913360693114,2.51,10.6475618813098
Arkansas,Dallas,6442,6306,6191,571,2108,1445,536,12.3,45.2,31.0,11.5,1213.0,54.824948514268904,40.05589879376287,1.8387761106207707,0.4707266843189173,0.22065313327449249,2.22,4.2996258215917
Arkansas,Desha,11320,11050,10771,1477,3415,1779,1057,19.1,44.2,23.0,13.7,3032.0,44.372023063424415,46.903985961393836,2.0138714799030666,0.7604245007102866,0.1504136375031336,2.31,5.97498329534256
Arkansas,Drew,17314,17070,16911,1456,4090,2972,2652,13.0,36.6,26.6,23.7,2715.0,65.75274177467597,28.29289908053617,1.8001550902847014,0.836379749639969,0.21047967209482663,2.49,8.62389556526047
Arkansas,Faulkner,123811,125645,127665,5268,23020,23023,25155,6.9,30.1,30.1,32.9,16486.0,77.35819339548348,12.639781599453997,3.4177585443963614,1.7040042600106502,0.13650034125085314,2.67,72.9467914658334
Arkansas,Franklin,17135,17166,17271,1596,4911,4045,1251,13.5,41.6,34.3,10.6,2908.0,90.07847226033036,0.9548372935301542,4.779674038303243,1.234703396806234,0.17560226087910882,2.56,11.2751845642444
Arkansas,Fulton,12057,12156,12382,1224,3229,3236,989,14.1,37.2,37.3,11.4,2157.0,93.1307897629141,0.659444182760245,3.7132987910189987,0.730098916627414,0.10990736379337415,2.39,7.58160811844068
Arkansas,Garland,100249,100386,100089,6955,23014,25131,17178,9.6,31.8,34.8,23.8,14319.0,79.58699133123515,9.27797103049712,3.8576923784808494,1.370253805238069,0.1656451880072884,2.41,55.9998517852055
Arkansas,Grant,18022,18149,18160,1055,5351,3893,2255,8.4,42.6,31.0,18.0,2017.0,90.85272139488049,2.9890296253113573,2.9625311357252637,0.6889607292384334,0.0847951666754995,2.64,11.0524158192483
Arkansas,Greene,45864,46349,46448,3485,13628,8618,5004,11.3,44.3,28.0,16.3,5898.0,90.05492797181056,2.682143227277438,2.733962068608146,0.6218260959684941,0.6508446471136906,2.6,29.8241054091558
Arkansas,Hempstead,19981,19679,19453,2181,5182,3969,2159,16.2,38.4,29.4,16.0,4125.0,57.08767684288906,27.955137751303056,2.4153015636634403,0.753909158600149,0.09307520476545049,2.72,11.6851730245058
Arkansas,Hot Spring,33075,33108,33203,2699,9240,7783,3880,11.4,39.1,33.0,16.4,5521.0,80.90981326976559,11.527328452239061,3.3713604631363867,0.6498666212611385,0.1532436574152903,2.54,21.0370307484283
